condition,pairs,matches_mean,either_patch_match_percent_mean,either_patch_match_percent_std,both_patch_match_percent_mean,both_patch_match_percent_std,patch_area_percent_mean,either_density_ratio_mean,either_density_ratio_std,both_density_ratio_mean,both_density_ratio_std
clean_reference_top_left_10pct_region,7,2238.0,7.024623059980533,4.960079495941496,5.03848332860886,4.167314401753808,9.99879986970014,0.7025466207467155,0.49606748415600066,0.5039088084838288,0.4167814593811632
black_10pct_top_left,7,2145.285714285714,0.09351543759364404,0.08372174754341438,0.04901086790107436,0.05111898410764878,9.99879986970014,0.009352666201173655,0.008373179645001252,0.004901675054982791,0.005112511978818295
checkerboard_5pct_top_left,7,2458.0,25.870236540925458,6.717409421312596,25.853433066037507,6.719182555800402,5.016758962401632,5.1567629090437315,1.3389938547290352,5.153413440788653,1.3393472969615792
checkerboard_10pct_top_left,7,2576.1428571428573,38.05489262651432,6.67319021085719,38.03249270138501,6.663724596589997,9.99879986970014,3.805946025765947,0.6673991176760414,3.8037057643924617,0.6664524426359821
